Table 1
OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
171123,3.9061E+11,3.9061E+11,39,61,700,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,24.7134594,0,24.7134594,24.7134594,294,205,139,0.854,9,0.064748201,89,0.64028777,41,0.294964029,518,100,132,286,0.193050193,3122,24,2429,146,456,67,24,35,146,365,67,0,91,2394,184,1031,1907,0.058936579,8.295075031,11.89635151,126.3279232,0.971130735,98.28652317,5.907711973,18.45148397,2.711073303,0.971130735,1.416232322,5.907711973,14.76927993,2.711073303,0,3.682204038,96.87029085,134.6229982,0,22.46043165,0.459383969,0.459383969,0.447611589,0.418868199,0.49338862,0.682286006,0.730079412,0.390963194,0.172131148,0.284615385,0.165919283,0.434273518,44.95877949,0,33.99856939,10.9602101,302.2158848,0,207.1745569,103.5872784,51.79363922,25.89681961,87.17,0.974855222,1,106.33,2753.608829,0.361666667,93287,48358,224438,128796,0.001059482,0.763015189,0.000698074,0.550116603,0.004261012,0.805372547,0.004941704,0.819693624,10,6,20,20,16,1385.567835,100014.7379
171137,3.9061E+11,3.9061E+11,39,61,700,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,96.6173355,0,96.6173355,95.57245182,648,489,457,0.707,128,0.280087527,250,0.547045952,79,0.172866521,260,33,63,164,0.126923077,15292,145,5610,3693,4137,1707,145,5589,3693,3742,1707,31,364,21,1981,3145,10166,0.12954486,5.116537148,6.780196465,160.004266,1.517173592,58.6989231,38.64084189,43.28653206,17.86079532,1.517173592,58.47919451,38.64084189,39.15354193,17.86079532,0.324361251,3.808628879,0.219728589,165.1208031,0,33.46170678,0.841057204,0.841057204,0.699709941,0.699709941,0.806838773,0.632152473,0.636808505,0.376042462,0.081304893,0.033436214,0.017002354,0.374187734,52.38244285,10.82536721,27.9364892,13.62058644,269.4539222,79.4888408,119.2332612,66.24070067,105.9851211,52.99256053,75.1,0.807860568,1,202,1338.062153,0.311728395,90938,52153,278676,157127,0.001032804,0.743802194,0.000752857,0.593288209,0.005290734,1,0.006028721,1,19,15,20,20,19,3021.347743,391004.157
171138,3.9061E+11,3.9061E+11,39,61,26400,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,61.7023526,0,61.7023526,60.69364,338,279,224,0.808,0,0,154,0.6875,70,0.3125,277,83,99,95,0.299638989,1818,0,1359,44,311,104,0,82,44,37,104,141,133,1277,248,260,1310,0.136413641,4.596857265,5.568952529,29.95371508,0,22.39114345,0.7249524,5.124095375,1.713523855,0,1.351047655,0.7249524,0.609619064,1.713523855,2.323142919,2.191333392,21.0400958,34.55057235,0,8.116071429,0.557824967,0.480484273,0.570678769,0.534032617,0.642684258,0.716008588,0.783413476,0.420970243,0.313543599,0.264439141,0.152365237,0.428427066,37.56451633,0,18.03604509,19.52847125,297.448626,0,145.2132637,62.23425588,176.3303917,20.74475196,268.22,0.853320825,0.983652803,44.33,459.8074272,0.131153846,100528,59043,147771,94868,0.00114172,0.822240944,0.000852318,0.671668278,0.002805469,0.530260948,0.003639939,0.60376638,15,9,20,18,16.66666667,2363.301643,249705.4849
171139,3.9061E+11,3.9061E+11,39,61,900,2,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,40.9704155,0,40.9704155,36.04124,1024,461,338,0.712,96,0.284023669,128,0.378698225,114,0.337278107,518,155,143,220,0.299227799,1767,36,226,18,701,786,36,34,18,578,786,11,112,192,888,430,449,0.502546689,12.79090287,28.41189704,49.02716999,0.998855755,6.270594463,0.499427878,19.44994123,21.80835066,0.998855755,0.943363769,0.499427878,16.03718407,21.80835066,0.305205925,3.107551239,5.327230695,61.81807285,0,5.227810651,0.69353097,0.69353097,0.661513582,0.661513582,0.768842874,0.544764446,0.603730572,0.392659695,0.733787173,0.453391685,0.293152235,0.493196421,48.35501783,0,21.20300981,27.15200802,505.2465236,0,156.2102781,62.48411125,343.6626119,109.3471947,0,0.879690084,0.879689948,70,1093.471947,0.068359375,94746,52073,181232,110187,0.001076052,0.774948675,0.000751702,0.592378135,0.003440735,0.650332286,0.004227705,0.701260764,18,14,20,20,18.66666667,1625.086313,165804.9207
171140,3.9061E+11,3.9061E+11,39,61,1000,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,18.6987983,0,18.6987983,18.53169,598,559,344,0.751,119,0.345930233,180,0.523255814,45,0.130813953,239,88,76,75,0.368200837,438,72,23,11,90,242,72,23,11,35,242,2,53,0,166,196,76,0.378995434,30.16454517,32.26904832,23.63518924,3.885236587,1.241117243,0.593577812,4.856545733,13.05871186,3.885236587,1.241117243,0.593577812,1.888656674,13.05871186,0.107923239,2.859965821,0,53.7997344,0,1.273255814,0.743747715,0.743747715,0.695788823,0.651108726,0.756996918,0.653798018,0.723041657,0.474475631,0.845559846,0.70605613,0.5456621,0.634868175,35.96768873,0,17.84158685,18.12610187,205.4292441,0,136.9071937,68.45359683,68.45359683,0,50.96,0.991063687,0.991063848,53,1814.020316,0.088628763,99199,52331,153650,97141,0.001126626,0.811370756,0.000755427,0.595313122,0.002917084,0.551357132,0.003727151,0.618232385,18,14,19,20,18.33333333,1157.097118,75671.71496
171172,3.9061E+11,3.9061E+11,39,61,26900,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,77.0082208,0,77.0082208,77.00822,332,369,168,0.747,20,0.119047619,113,0.672619048,35,0.208333333,214,83,90,41,0.387850467,539,315,0,148,76,0,315,0,148,75,0,0,1,0,172,268,99,0.319109462,4.791696263,4.311228074,6.999252807,4.09047242,0,1.921872756,0.986907631,0,4.09047242,0,1.921872756,0.973922005,0,0,0.012985627,0,11.79094907,0,3.208333333,0.860206739,0.587182448,0.688823027,0.459215351,0.915243286,0.568228222,0.57276188,0.446132902,0.762342135,0.568393094,0.39703154,0.547184926,40.38566597,12.30058055,7.936712515,20.14837291,221.698928,33.24320408,66.48640816,24.93240306,166.2160204,41.5540051,105.95,0,0,18,149.5944184,0.054216867,103234,65253,192312,106908,0.001172452,0.844373921,0.000941963,0.742312724,0.003651091,0.690091719,0.004101895,0.680392294,20,7,20,20,17.83333333,3330.141286,311647.3529
171191,3.9061E+11,3.9061E+11,39,61,1800,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,61.6944454,0,61.6944454,54.58279,754,447,334,0.832,37,0.110778443,163,0.488023952,134,0.401197605,365,78,103,184,0.21369863,75,1,21,25,23,5,1,21,25,20,5,3,0,0,12,31,32,0.16,8.189394496,13.81387796,1.374059479,0.018320793,0.384736654,0.458019826,0.42137824,0.091603965,0.018320793,0.384736654,0.458019826,0.366415861,0.091603965,0.054962379,0,0,9.563453975,0,0.224550898,0.822160204,0.822160204,0.804773718,0.693436628,0.401345653,0.420219173,0.43605402,0.085755429,0.180940893,0.340909091,4.866666667,0.020928013,23.41171151,2.153509157,3.632901831,17.62530052,190.2433829,10.37370538,31.12111613,10.37370538,145.2318753,62.24223226,124.72,0,0.452344974,31.33,325.0081895,0.041551724,104424,55126,147553,94491,0.001185968,0.854107197,0.000795774,0.627108811,0.002801331,0.529478678,0.003625474,0.601367047,7,15,19,20,16.66666667,3009.61798,249673.1971
171192,3.9061E+11,3.9061E+11,39,61,1900,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,100.6062708,0,100.6062708,66.1676,973,626,533,0.667,58,0.108818011,303,0.5684803,172,0.322701689,437,127,101,209,0.290617849,310,5,73,17,208,7,5,73,17,190,7,0,18,0,44,78,188,0.141935484,9.460823726,14.70508225,4.685072452,0.075565685,1.103258997,0.256923328,3.143532484,0.105791959,0.075565685,1.103258997,0.256923328,2.871496019,0.105791959,0,0.272036465,0,14.14589618,0,0.581613508,0.571413208,0.571413208,0.623534551,0.537271144,0.55583752,0.512719547,0.560967304,0.838937832,0.483242401,0.829986613,1.409677419,0.663864365,32.04294048,0,2.279158344,29.76378214,337.2895122,0,38.16859495,6.361432492,362.6016521,63.61432492,396.97,0,0,13.33,84.79789512,0.013699897,107955,60121,142144,66589,0.00122607,0.882988034,0.00086788,0.683931517,0.002698639,0.510069041,0.002554917,0.423790946,12,9,20,17,15.83333333,3825.876237,407148.135
171193,3.9061E+11,3.9061E+11,39,61,2000,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,89.0901753,0,89.0901753,88.44117,537,384,329,0.583,14,0.042553191,195,0.592705167,120,0.364741641,359,78,86,195,0.217270195,558,36,8,3,511,0,36,8,3,236,0,157,118,0,144,205,209,0.258064516,4.34186929,6.071832835,6.309278812,0.407050246,0.09045561,0.033920854,5.777852102,0,0.407050246,0.09045561,0.033920854,2.668440501,0,1.77519135,1.334220251,0,10.6511481,0,1.696048632,0.249846586,0.215206135,0.73396405,0.632423182,0.545116393,0.355834707,0.394584009,0.457118684,0.980821918,0.782988004,0.643369176,0.700030884,15.94746091,0,4.709804151,11.23765676,79.04261021,0,14.36746528,21.55119791,50.28612846,14.36746528,376.85,0,0,11.33,81.39169078,0.021098696,96087,55271,134579,51928,0.001091282,0.785917014,0.000797867,0.628758319,0.002555016,0.482922821,0.001992397,0.330484258,12,13,12,17,13.83333333,2772.592283,360541.8091
171194,3.9061E+11,3.9061E+11,39,61,2000,2,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,44.9190735,0,44.9190735,44.26727,1074,779,687,0.841,55,0.080058224,357,0.519650655,275,0.400291121,497,105,120,272,0.211267606,210,2,34,0,104,70,2,34,0,84,70,0,20,0,67,85,58,0.319047619,17.59765172,24.26171752,4.743911246,0.045180107,0.768061821,0,2.34936557,1.581303749,0.045180107,0.768061821,0,1.897564499,1.581303749,0,0.451801071,0,22.34156297,0,0.305676856,0.759814953,0.654468977,0.805108369,0.62313458,0.491350265,0.589193703,0.655939187,0.831534277,0.327102804,0.594059406,2.366666667,0.254955396,19.55373226,0,1.159143089,18.39458917,109.2667239,0,28.49569014,0,71.23922536,42.74353522,123.38,0,0,14.67,209.0158872,0.013659218,102979,58185,142310,51934,0.001169556,0.842288219,0.000839932,0.661907741,0.002701791,0.510664715,0.001992628,0.330522444,10,12,15,20,15.33333333,1972.764686,181785.3813
171205,3.9061E+11,3.9061E+11,39,61,4602,1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,380.6936266,0,380.6936266,380.6936266,2535,1081,1030,0.589,53,0.051456311,349,0.338834951,628,0.609708738,1092,237,346,509,0.217032967,425,126,51,16,188,44,126,51,16,52,44,106,30,0,145,154,126,0.341176471,2.839553711,6.658897924,1.116383281,0.330974808,0.133965994,0.042028547,0.493835428,0.115578504,0.330974808,0.133965994,0.042028547,0.136592778,0.115578504,0.278439124,0.078803526,0,3.955936992,0,0.412621359,0.828826325,0.828826325,0.906338162,0.848137634,0.554571144,0.675108654,0.745865828,0.940673189,0.287162162,0.560316414,2.569411765,0.208167598,15.47166243,0,3.133241464,12.33842096,76.24314665,0,23.53598635,3.362283765,70.60795906,10.08685129,-99999,0,0,4,6.724567529,0.001577909,39775,34320,-99999,-99999,0.000451734,0.3253286,0.000495428,0.390421478,-99999,-99999,-99999,-99999,12,20,12,1,9.666666667,5579.445372,1540646.085
171206,3.9061E+11,3.9061E+11,39,61,4602,2,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,99.5803116,0.4581234,99.1221882,93.8535,1315,770,719,0.649,120,0.16689847,495,0.688456189,104,0.144645341,697,179,221,297,0.256814921,103,0,1,14,82,6,0,1,14,14,6,58,10,0,21,32,50,0.203883495,8.204275813,14.0111983,1.097455076,0,0.010654904,0.149168651,0.8737021,0.063929422,0,0.010654904,0.149168651,0.149168651,0.063929422,0.617984412,0.106549037,0,9.301730889,0,0.14325452,0.478531777,0.412184837,0.727176847,0.626574961,0.286116385,0.376032908,0.408440588,0.166341484,0.145275035,0.2575,6.766990291,0.003129161,16.40797074,0,1.443387984,14.96458275,88.27569446,0,12.91335495,6.456677477,90.39348467,12.91335495,449.28,0,0,4,25.82670991,0.003041825,41984,35687,107463,48399,0.000476822,0.343396504,0.000515161,0.405972357,0.002040212,0.38561986,0.001856995,0.308024719,5,13,13,16,12.66666667,2530.633144,402996.1279
171207,3.9061E+11,3.9061E+11,39,61,4602,3,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",17140,"Cincinnati, OH-KY-IN",2191667,1052646,1048487,421.1513096,1.1156565,420.0356531,420.0356531,1106,631,536,0.587,71,0.132462687,148,0.276119403,317,0.59141791,840,195,254,391,0.232142857,34,8,20,3,3,0,8,20,3,3,0,0,0,0,14,15,5,0.411764706,1.502253429,2.633109813,0.08094551,0.019046002,0.047615006,0.007142251,0.007142251,0,0.019046002,0.047615006,0.007142251,0.007142251,0,0,0,0,1.583198938,0,0.063432836,0.77978529,0.671670489,0.77978529,0.51985686,0.180486858,0.149122703,0.16141764,6.17606E-08,0.059649123,0.077803204,24.70588235,5.066E-11,9.001630966,0,0.91668343,8.084947535,34.04206261,0,15.23680181,1.523680181,24.3788829,6.094720725,808.7,0,0,4.67,7.115586446,0.004222423,33188,28120,74379,33873,0.000376924,0.271452057,0.000405928,0.319890791,0.001412104,0.266901348,0.001299655,0.215577208,3,9,8,14,9.333333333,5665.004105,1704378.273
